order_id,order_date,customer_id,customer_segment,region,category,product,quantity,unit_price,discount_pct,revenue
ORD102520,2023-07-28,CUST0398,Loyal,Central,Home & Kitchen,Air Fryer,1,1695.56,10,1526.0
ORD103759,2023-07-28,CUST0093,New,East,Home & Kitchen,Air Fryer,2,2932.89,0,5865.78
ORD102260,2023-07-29,CUST0349,Loyal,East,Home & Kitchen,Electric Kettle,2,880.53,10,1584.95
ORD103278,2023-07-29,CUST0411,Returning,Central,Home & Kitchen,Non-stick Pan Set,2,2782.33,0,5564.66
ORD101598,2023-07-29,CUST0607,Returning,East,Home & Kitchen,Table Lamp,1,1324.45,20,1059.56
ORD103767,2023-07-30,CUST0390,Loyal,Central,Electronics,Power Bank,1,3593.57,15,3054.53
ORD100200,2023-07-30,CUST0151,Returning,South,Sports,Yoga Mat,1,1000.18,10,900.16
ORD101410,2023-07-30,CUST0705,New,North,Electronics,Smartwatch,2,1278.49,0,2556.98
ORD100643,2023-07-30,CUST0407,Returning,Central,Electronics,Wireless Earbuds,3,1093.77,20,2625.05
ORD100218,2023-07-30,CUST0171,New,West,Electronics,Bluetooth Speaker,1,3069.44,5,2915.97
ORD102466,2023-07-31,CUST0837,Returning,Central,Home & Kitchen,Air Fryer,4,1799.91,5,6839.66
ORD102997,2023-07-31,CUST0796,New,East,Sports,Dumbbell Set,1,2372.03,0,2372.03
ORD100763,2023-07-31,CUST0329,Returning,North,Sports,Cricket Bat,1,2006.84,0,2006.84
ORD102566,2023-07-31,CUST0516,New,West,Home & Kitchen,Electric Kettle,2,2575.17,0,5150.34
ORD103452,2023-07-31,CUST0074,Returning,North,Beauty,Perfume,2,707.19,10,1272.94
ORD100513,2023-08-01,CUST0389,Returning,East,Beauty,Perfume,2,741.52,10,1334.74
ORD101611,2023-08-01,CUST0182,Loyal,North,Electronics,Bluetooth Speaker,1,1451.49,15,1233.77
ORD102456,2023-08-01,CUST0527,New,West,Sports,Yoga Mat,2,1553.97,0,3107.94
ORD103538,2023-08-01,CUST0491,Returning,South,Beauty,Lip Balm Set,1,282.7,5,268.56
ORD103440,2023-08-02,CUST0349,Returning,Central,Electronics,Power Bank,3,2414.59,5,6881.58
ORD100442,2023-08-02,CUST0172,New,South,Beauty,Sunscreen SPF50,5,618.19,0,3090.95
ORD102627,2023-08-03,CUST0791,New,East,Home & Kitchen,Air Fryer,1,2798.96,0,2798.96
ORD102807,2023-08-03,CUST0350,Returning,West,Electronics,Smartwatch,5,1655.71,10,7450.69
ORD100447,2023-08-03,CUST0096,New,North,Electronics,Bluetooth Speaker,1,3535.15,10,3181.64
ORD101248,2023-08-04,CUST0502,Loyal,East,Electronics,Smartwatch,3,3019.78,20,7247.47
ORD101148,2023-08-04,CUST0474,New,South,Sports,Cricket Bat,3,820.27,0,2460.81
ORD102928,2023-08-04,CUST0083,Returning,East,Sports,Football,2,1912.07,0,3824.14
ORD101759,2023-08-04,CUST0474,Returning,North,Home & Kitchen,Non-stick Pan Set,2,1243.1,15,2113.27
ORD100464,2023-08-05,CUST0271,Loyal,West,Sports,Yoga Mat,3,2670.37,5,7610.55
ORD102690,2023-08-05,CUST0369,New,Central,Sports,Resistance Bands,1,975.2,5,926.44
ORD102315,2023-08-05,CUST0661,New,West,Home & Kitchen,Non-stick Pan Set,1,2098.42,20,1678.74
ORD102388,2023-08-05,CUST0646,New,North,Electronics,Power Bank,2,3295.29,0,6590.58
ORD101160,2023-08-05,CUST0218,Returning,North,Apparel,Denim Jacket,1,900.86,5,855.82
ORD101301,2023-08-06,CUST0453,Returning,West,Beauty,Hair Dryer,3,893.69,20,2144.86
ORD101548,2023-08-06,CUST0173,New,North,Home & Kitchen,Electric Kettle,3,2748.61,20,6596.66
ORD100954,2023-08-07,CUST0058,Returning,Central,Home & Kitchen,Non-stick Pan Set,1,1112.06,10,1000.85
ORD103499,2023-08-07,CUST0549,Returning,West,Home & Kitchen,Air Fryer,3,933.24,0,2799.72
ORD103627,2023-08-07,CUST0225,New,West,Home & Kitchen,Mixer Grinder,2,2573.81,10,4632.86
ORD102119,2023-08-07,CUST0163,New,East,Beauty,Face Serum,3,881.65,0,2644.95
ORD101889,2023-08-08,CUST0798,New,North,Home & Kitchen,Air Fryer,1,2001.34,0,2001.34
ORD100775,2023-08-08,CUST0605,Returning,East,Apparel,Backpack,2,1312.22,5,2493.22
ORD102793,2023-08-08,CUST0509,New,West,Apparel,Formal Shirt,3,830.51,5,2366.95
ORD103600,2023-08-08,CUST0479,Returning,South,Apparel,Cotton T-Shirt,2,517.92,15,880.46
ORD101946,2023-08-08,CUST0311,Loyal,East,Electronics,Wireless Earbuds,4,4308.43,0,17233.72
ORD101397,2023-08-09,CUST0840,Returning,South,Sports,Football,3,1278.39,15,3259.89
ORD100444,2023-08-10,CUST0505,Returning,South,Electronics,Wireless Earbuds,4,4388.77,5,16677.33
ORD101580,2023-08-10,CUST0379,New,East,Beauty,Sunscreen SPF50,1,1191.13,5,1131.57
ORD102258,2023-08-10,CUST0077,Returning,West,Home & Kitchen,Mixer Grinder,5,1837.49,0,9187.45
ORD100080,2023-08-10,CUST0407,Returning,Central,Sports,Yoga Mat,1,2747.07,5,2609.72
ORD102440,2023-08-10,CUST0131,New,East,Beauty,Perfume,1,1109.81,10,998.83
ORD102738,2023-08-11,CUST0232,Returning,North,Electronics,Wireless Earbuds,4,3747.97,0,14991.88
ORD100780,2023-08-11,CUST0837,Returning,South,Sports,Football,1,419.08,0,419.08
ORD103991,2023-08-12,CUST0052,Returning,Central,Electronics,Wireless Earbuds,3,2403.35,0,7210.05
ORD102503,2023-08-12,CUST0372,New,North,Electronics,Bluetooth Speaker,4,4068.4,15,13832.56
ORD101189,2023-08-12,CUST0408,New,West,Sports,Cricket Bat,4,826.2,15,2809.08
ORD100415,2023-08-12,CUST0367,Returning,North,Home & Kitchen,Air Fryer,2,1538.24,10,2768.83
ORD101434,2023-08-13,CUST0516,Loyal,East,Electronics,Wireless Earbuds,1,3907.29,10,3516.56
ORD102720,2023-08-13,CUST0769,Returning,North,Sports,Cricket Bat,1,1321.02,0,1321.02
ORD103359,2023-08-13,CUST0091,New,West,Home & Kitchen,Mixer Grinder,1,1217.97,5,1157.07
ORD100254,2023-08-13,CUST0028,Loyal,South,Beauty,Perfume,2,1327.33,15,2256.46
ORD103239,2023-08-13,CUST0044,New,South,Home & Kitchen,Electric Kettle,5,436.91,0,2184.55
ORD101568,2023-08-14,CUST0022,Returning,South,Sports,Resistance Bands,2,304.78,15,518.13
ORD101314,2023-08-14,CUST0122,New,Central,Home & Kitchen,Air Fryer,1,613.61,0,613.61
ORD103795,2023-08-15,CUST0527,New,North,Sports,Dumbbell Set,1,364.77,10,328.29
ORD102869,2023-08-15,CUST0554,Loyal,East,Apparel,Backpack,1,624.39,5,593.17
ORD100849,2023-08-16,CUST0619,Returning,South,Beauty,Lip Balm Set,1,446.8,0,446.8
ORD100705,2023-08-16,CUST0209,New,East,Apparel,Formal Shirt,5,1706.02,0,8530.1
ORD103361,2023-08-16,CUST0585,New,Central,Electronics,Wireless Earbuds,4,2159.66,20,6910.91
ORD101724,2023-08-16,CUST0424,New,Central,Beauty,Sunscreen SPF50,2,1469.19,15,2497.62
ORD101386,2023-08-16,CUST0096,New,North,Beauty,Perfume,2,503.69,0,1007.38
ORD103394,2023-08-16,CUST0566,Returning,West,Electronics,Bluetooth Speaker,1,1404.03,0,1404.03
ORD103602,2023-08-17,CUST0501,New,West,Beauty,Sunscreen SPF50,2,222.33,10,400.19
ORD100905,2023-08-17,CUST0034,Returning,West,Electronics,Wireless Earbuds,1,1053.06,0,1053.06
ORD101710,2023-08-17,CUST0168,Loyal,North,Home & Kitchen,Mixer Grinder,1,1826.73,5,1735.39
ORD101654,2023-08-17,CUST0097,New,East,Apparel,Cotton T-Shirt,2,632.94,10,1139.29
ORD100000,2023-08-17,CUST0559,New,North,Electronics,Bluetooth Speaker,4,1268.98,15,4314.53
ORD102860,2023-08-18,CUST0486,Returning,East,Beauty,Face Serum,4,1490.29,0,5961.16
ORD103998,2023-08-18,CUST0290,New,North,Apparel,Formal Shirt,2,700.48,5,1330.91
ORD101438,2023-08-19,CUST0226,New,West,Apparel,Backpack,1,2159.41,20,1727.53
ORD100701,2023-08-19,CUST0025,New,South,Beauty,Lip Balm Set,2,615.11,15,1045.69
ORD101941,2023-08-19,CUST0778,Returning,West,Electronics,Power Bank,3,4047.24,0,12141.72
ORD102345,2023-08-19,CUST0739,Loyal,North,Beauty,Lip Balm Set,1,206.5,10,185.85
ORD102754,2023-08-19,CUST0352,Loyal,North,Beauty,Lip Balm Set,2,850.63,15,1446.07
ORD103094,2023-08-19,CUST0136,New,West,Sports,Football,1,1548.68,5,1471.25
ORD100292,2023-08-20,CUST0212,Loyal,East,Electronics,Power Bank,3,4100.55,0,12301.65
ORD102410,2023-08-20,CUST0168,Returning,South,Sports,Dumbbell Set,4,1899.15,20,6077.28
ORD101563,2023-08-21,CUST0501,Returning,West,Apparel,Formal Shirt,2,1219.1,20,1950.56
ORD100154,2023-08-21,CUST0516,New,South,Electronics,Power Bank,4,3037.2,5,11541.36
ORD100553,2023-08-21,CUST0789,New,East,Beauty,Hair Dryer,3,1380.3,20,3312.72
ORD103638,2023-08-21,CUST0066,New,Central,Home & Kitchen,Mixer Grinder,5,2075.27,0,10376.35
ORD102386,2023-08-22,CUST0170,New,West,Sports,Football,1,2512.0,0,2512.0
ORD102737,2023-08-22,CUST0313,Returning,North,Sports,Football,1,931.54,10,838.39
ORD103444,2023-08-22,CUST0645,Returning,East,Beauty,Lip Balm Set,1,746.43,5,709.11
ORD100179,2023-08-22,CUST0661,Returning,North,Sports,Resistance Bands,8,1215.52,20,7779.33
ORD103513,2023-08-23,CUST0726,Returning,North,Electronics,Bluetooth Speaker,2,1057.88,5,2009.97
ORD100015,2023-08-23,CUST0465,New,West,Sports,Cricket Bat,3,1057.13,0,3171.39
ORD100159,2023-08-23,CUST0465,Loyal,South,Sports,Dumbbell Set,4,1387.99,20,4441.57
ORD100934,2023-08-23,CUST0433,New,North,Apparel,Running Shoes,3,1175.73,20,2821.75
ORD101062,2023-08-23,CUST0158,New,North,Electronics,Laptop Stand,2,1820.0,0,3640.0
ORD100567,2023-08-23,CUST0473,Loyal,West,Home & Kitchen,Table Lamp,4,3010.64,10,10838.3
ORD102174,2023-08-24,CUST0152,New,West,Sports,Cricket Bat,1,483.86,20,387.09
ORD101427,2023-08-24,CUST0232,New,East,Electronics,Wireless Earbuds,3,2815.67,0,8447.01
ORD102164,2023-08-25,CUST0574,Returning,North,Home & Kitchen,Air Fryer,1,3058.78,0,3058.78
ORD100453,2023-08-25,CUST0558,Loyal,East,Apparel,Formal Shirt,1,803.51,15,682.98
ORD100041,2023-08-25,CUST0209,New,North,Electronics,Laptop Stand,2,1658.27,0,3316.54
ORD101988,2023-08-26,CUST0401,New,North,Sports,Yoga Mat,1,616.34,15,523.89
ORD102309,2023-08-26,CUST0535,New,North,Apparel,Denim Jacket,1,945.87,0,945.87
ORD100396,2023-08-26,CUST0180,New,East,Beauty,Perfume,1,1151.29,15,978.6
ORD103466,2023-08-27,CUST0666,New,West,Sports,Cricket Bat,1,316.63,0,316.63
ORD101006,2023-08-27,CUST0763,Returning,East,Electronics,Smartwatch,2,2358.33,15,4009.16
ORD102546,2023-08-27,CUST0289,New,South,Electronics,Power Bank,1,1389.89,0,1389.89
ORD102330,2023-08-27,CUST0192,Loyal,East,Home & Kitchen,Mixer Grinder,1,2030.34,0,2030.34
ORD101840,2023-08-27,CUST0182,Returning,Central,Apparel,Cotton T-Shirt,3,2038.97,0,6116.91
ORD102930,2023-08-28,CUST0478,Returning,West,Home & Kitchen,Air Fryer,1,676.92,20,541.54
ORD100880,2023-08-28,CUST0335,Loyal,South,Apparel,Cotton T-Shirt,1,1147.35,0,1147.35
ORD100757,2023-08-28,CUST0381,New,West,Apparel,Denim Jacket,3,464.92,0,1394.76
ORD100357,2023-08-28,CUST0589,Returning,West,Home & Kitchen,Electric Kettle,3,1571.07,0,4713.21
ORD103838,2023-08-29,CUST0654,New,North,Home & Kitchen,Mixer Grinder,4,2460.97,20,7875.1
ORD101227,2023-08-29,CUST0251,Loyal,East,Sports,Cricket Bat,2,1974.17,5,3750.92
ORD103072,2023-08-30,CUST0784,Loyal,North,Beauty,Face Serum,4,720.49,15,2449.67
ORD101263,2023-08-30,CUST0583,New,East,Apparel,Denim Jacket,2,304.25,15,517.23
ORD101050,2023-08-30,CUST0147,New,Central,Apparel,Denim Jacket,3,1223.26,20,2935.82
ORD103119,2023-08-31,CUST0557,Returning,East,Electronics,Smartwatch,1,2057.03,15,1748.48
ORD102945,2023-08-31,CUST0146,Loyal,West,Home & Kitchen,Table Lamp,3,1421.1,15,3623.8
ORD101113,2023-08-31,CUST0326,New,West,Home & Kitchen,Non-stick Pan Set,6,1458.95,0,8753.7
ORD102573,2023-08-31,CUST0428,New,North,Beauty,Lip Balm Set,5,697.91,0,3489.55
ORD102766,2023-08-31,CUST0116,Loyal,North,Sports,Football,1,2460.03,0,2460.03
ORD100586,2023-08-31,CUST0491,Returning,West,Home & Kitchen,Mixer Grinder,3,1748.25,5,4982.51
ORD100098,2023-08-31,CUST0390,Returning,East,Sports,Football,1,870.64,10,783.58
ORD102150,2023-09-01,CUST0247,Returning,West,Electronics,Bluetooth Speaker,2,3164.79,20,5063.66
ORD100604,2023-09-01,CUST0411,Loyal,West,Home & Kitchen,Mixer Grinder,1,680.78,10,612.7
ORD102594,2023-09-01,CUST0272,Loyal,South,Apparel,Running Shoes,2,843.24,15,1433.51
ORD101049,2023-09-01,CUST0157,New,North,Sports,Football,2,1046.37,10,1883.47
ORD101296,2023-09-01,CUST0285,New,North,Home & Kitchen,Non-stick Pan Set,3,509.45,0,1528.35
ORD100249,2023-09-01,CUST0774,Returning,South,Home & Kitchen,Air Fryer,2,1349.44,0,2698.88
ORD100397,2023-09-02,CUST0530,New,West,Electronics,Smartwatch,4,4330.86,10,15591.1
ORD100092,2023-09-02,CUST0779,Returning,North,Sports,Dumbbell Set,1,1010.37,10,909.33
ORD100665,2023-09-03,CUST0705,New,North,Beauty,Sunscreen SPF50,3,1207.69,5,3441.92
ORD102206,2023-09-03,CUST0812,Returning,Central,Beauty,Face Serum,3,678.88,10,1832.98
ORD101287,2023-09-04,CUST0722,Loyal,Central,Electronics,Laptop Stand,4,3842.67,0,15370.68
ORD102238,2023-09-04,CUST0816,New,West,Apparel,Running Shoes,3,583.01,10,1574.13
ORD103013,2023-09-04,CUST0546,Returning,North,Beauty,Sunscreen SPF50,2,363.76,15,618.39
ORD100994,2023-09-04,CUST0618,Returning,West,Apparel,Formal Shirt,3,2051.23,15,5230.64
ORD102149,2023-09-04,CUST0627,Loyal,Central,Apparel,Backpack,2,477.62,0,955.24
ORD100082,2023-09-05,CUST0664,Returning,South,Sports,Yoga Mat,5,1269.07,10,5710.81
ORD101684,2023-09-05,CUST0300,Returning,West,Sports,Resistance Bands,2,2526.32,0,5052.64
ORD101065,2023-09-05,CUST0771,Returning,North,Electronics,Smartwatch,2,1751.37,10,3152.47
ORD101022,2023-09-05,CUST0048,Loyal,East,Sports,Dumbbell Set,1,2408.44,20,1926.75
ORD100114,2023-09-06,CUST0566,Returning,West,Electronics,Laptop Stand,3,2018.7,0,6056.1
ORD101529,2023-09-06,CUST0276,Returning,East,Sports,Yoga Mat,2,1680.92,0,3361.84
ORD100065,2023-09-06,CUST0325,Returning,West,Beauty,Sunscreen SPF50,4,1483.65,10,5341.14
ORD102628,2023-09-07,CUST0395,Loyal,North,Sports,Cricket Bat,1,447.28,20,357.82
ORD100958,2023-09-07,CUST0262,New,West,Sports,Dumbbell Set,4,2751.92,5,10457.3
ORD100663,2023-09-08,CUST0683,New,East,Apparel,Formal Shirt,2,1986.29,20,3178.06
ORD102817,2023-09-09,CUST0473,Loyal,South,Electronics,Bluetooth Speaker,1,1977.61,15,1680.97
ORD101443,2023-09-09,CUST0009,Returning,East,Beauty,Lip Balm Set,1,618.45,0,618.45
ORD102011,2023-09-09,CUST0275,New,North,Apparel,Cotton T-Shirt,2,504.18,10,907.52
ORD102682,2023-09-09,CUST0146,Loyal,South,Beauty,Lip Balm Set,1,740.68,5,703.65
ORD101201,2023-09-09,CUST0634,Returning,Central,Sports,Cricket Bat,3,933.48,5,2660.42
ORD102179,2023-09-09,CUST0379,New,North,Home & Kitchen,Mixer Grinder,1,1037.97,0,1037.97
ORD100529,2023-09-10,CUST0005,Loyal,East,Beauty,Lip Balm Set,3,331.76,5,945.52
ORD102050,2023-09-10,CUST0747,Returning,South,Beauty,Lip Balm Set,1,1049.53,10,944.58
ORD103174,2023-09-10,CUST0241,New,East,Beauty,Perfume,2,699.99,0,1399.98
ORD100386,2023-09-10,CUST0284,Returning,South,Sports,Football,3,2425.46,0,7276.38
ORD103831,2023-09-10,CUST0270,Loyal,East,Apparel,Denim Jacket,1,1756.35,10,1580.71
ORD102130,2023-09-10,CUST0455,New,Central,Apparel,Denim Jacket,2,1285.85,0,2571.7
ORD100733,2023-09-11,CUST0394,Returning,West,Electronics,Wireless Earbuds,4,1207.1,15,4104.14
ORD102920,2023-09-11,CUST0151,New,East,Electronics,Laptop Stand,1,2881.55,10,2593.4
ORD103718,2023-09-12,CUST0178,New,North,Beauty,Hair Dryer,2,773.09,5,1468.87
ORD101235,2023-09-12,CUST0458,Returning,North,Home & Kitchen,Air Fryer,5,903.83,10,4067.24
ORD101686,2023-09-12,CUST0115,Returning,West,Electronics,Smartwatch,1,2987.32,20,2389.86
ORD100105,2023-09-12,CUST0449,Loyal,West,Beauty,Hair Dryer,4,825.64,5,3137.43
ORD102008,2023-09-12,CUST0507,New,Central,Beauty,Perfume,1,405.05,0,405.05
ORD101743,2023-09-13,CUST0775,Returning,East,Electronics,Smartwatch,2,2759.39,0,5518.78
ORD100005,2023-09-13,CUST0371,Loyal,East,Beauty,Face Serum,2,985.0,20,1576.0
ORD102414,2023-09-13,CUST0297,Returning,South,Sports,Yoga Mat,1,2650.87,15,2253.24
ORD101093,2023-09-13,CUST0067,New,Central,Electronics,Wireless Earbuds,2,4104.3,15,6977.31
ORD100056,2023-09-13,CUST0568,Returning,South,Apparel,Backpack,1,1064.56,0,1064.56
ORD103944,2023-09-13,CUST0290,Loyal,West,Electronics,Power Bank,1,3225.33,0,3225.33
ORD100642,2023-09-14,CUST0407,Returning,Central,Home & Kitchen,Electric Kettle,1,624.18,0,624.18
ORD100657,2023-09-14,CUST0431,New,North,Beauty,Face Serum,1,816.33,0,816.33
ORD103297,2023-09-14,CUST0790,Returning,South,Sports,Football,4,913.75,0,3655.0
ORD100788,2023-09-15,CUST0674,New,North,Home & Kitchen,Air Fryer,1,2419.75,5,2298.76
ORD102916,2023-09-15,CUST0744,Loyal,West,Home & Kitchen,Electric Kettle,1,1261.28,0,1261.28
ORD101173,2023-09-15,CUST0520,Loyal,East,Electronics,Smartwatch,2,4254.53,0,8509.06
ORD100078,2023-09-16,CUST0378,New,East,Beauty,Face Serum,1,1094.28,20,875.42
ORD101655,2023-09-16,CUST0633,New,South,Home & Kitchen,Mixer Grinder,3,3121.19,15,7959.03
ORD103461,2023-09-16,CUST0328,New,West,Beauty,Lip Balm Set,4,1425.29,15,4845.99
ORD101551,2023-09-16,CUST0456,Returning,Central,Beauty,Hair Dryer,3,1390.9,0,4172.7
ORD100095,2023-09-16,CUST0349,Returning,West,Beauty,Face Serum,1,783.69,5,744.51
ORD103601,2023-09-17,CUST0522,Loyal,West,Beauty,Hair Dryer,3,438.4,0,1315.2
ORD103473,2023-09-17,CUST0218,Loyal,West,Beauty,Hair Dryer,1,424.78,20,339.82
ORD102359,2023-09-17,CUST0163,Loyal,East,Apparel,Backpack,1,950.54,0,950.54
ORD101739,2023-09-18,CUST0674,New,Central,Sports,Cricket Bat,3,1117.17,0,3351.51
ORD102012,2023-09-18,CUST0115,Loyal,North,Electronics,Power Bank,3,2939.64,0,8818.92
ORD100057,2023-09-18,CUST0631,New,West,Home & Kitchen,Mixer Grinder,2,2494.78,0,4989.56
ORD103402,2023-09-19,CUST0295,New,West,Sports,Yoga Mat,3,1075.28,10,2903.26
ORD102561,2023-09-19,CUST0286,New,West,Home & Kitchen,Non-stick Pan Set,2,1105.49,0,2210.98
ORD100980,2023-09-19,CUST0628,Loyal,West,Beauty,Hair Dryer,5,531.95,0,2659.75
ORD101094,2023-09-19,CUST0694,Returning,North,Electronics,Power Bank,3,2454.62,0,7363.86
ORD100569,2023-09-20,CUST0462,New,South,Home & Kitchen,Air Fryer,5,941.8,5,4473.55
ORD102607,2023-09-20,CUST0123,Returning,North,Electronics,Bluetooth Speaker,4,3948.05,0,15792.2
ORD101808,2023-09-21,CUST0619,Returning,West,Electronics,Laptop Stand,2,1277.31,20,2043.7
ORD101926,2023-09-21,CUST0146,Loyal,North,Apparel,Cotton T-Shirt,3,1349.89,0,4049.67
ORD103405,2023-09-21,CUST0229,Returning,North,Sports,Yoga Mat,1,2103.87,10,1893.48
ORD101646,2023-09-21,CUST0412,Returning,South,Sports,Resistance Bands,4,1586.88,15,5395.39
ORD101845,2023-09-21,CUST0069,New,East,Home & Kitchen,Air Fryer,1,2926.21,5,2779.9
ORD100233,2023-09-22,CUST0312,New,Central,Beauty,Perfume,1,317.62,0,317.62
ORD100991,2023-09-22,CUST0073,New,West,Home & Kitchen,Air Fryer,1,2634.81,15,2239.59
ORD101019,2023-09-22,CUST0311,Returning,North,Home & Kitchen,Non-stick Pan Set,1,2621.75,5,2490.66
ORD102724,2023-09-22,CUST0829,New,East,Home & Kitchen,Electric Kettle,1,794.55,5,754.82
ORD101758,2023-09-23,CUST0630,Returning,East,Home & Kitchen,Non-stick Pan Set,1,2408.35,0,2408.35
ORD103891,2023-09-23,CUST0829,New,North,Apparel,Formal Shirt,1,1045.1,10,940.59
ORD101912,2023-09-23,CUST0379,New,South,Sports,Cricket Bat,1,2143.41,0,2143.41
ORD103910,2023-09-24,CUST0553,New,South,Sports,Resistance Bands,2,2430.68,5,4618.29
ORD101285,2023-09-24,CUST0620,New,West,Apparel,Denim Jacket,3,1779.74,10,4805.3
ORD100965,2023-09-24,CUST0137,New,West,Sports,Football,1,1565.51,15,1330.68
ORD101140,2023-09-24,CUST0589,Returning,South,Home & Kitchen,Electric Kettle,3,1729.38,10,4669.33
ORD102977,2023-09-24,CUST0151,Returning,North,Beauty,Sunscreen SPF50,2,386.85,15,657.64
ORD102273,2023-09-24,CUST0068,Returning,South,Apparel,Backpack,2,1273.19,15,2164.42
ORD100162,2023-09-24,CUST0421,Returning,East,Sports,Yoga Mat,1,1156.53,0,1156.53
ORD100699,2023-09-25,CUST0575,Returning,East,Home & Kitchen,Mixer Grinder,2,2226.3,0,4452.6
ORD101871,2023-09-25,CUST0037,Returning,East,Beauty,Hair Dryer,4,866.29,15,2945.39
ORD100995,2023-09-26,CUST0488,Returning,West,Apparel,Cotton T-Shirt,4,1230.28,5,4675.06
ORD100902,2023-09-26,CUST0612,Returning,South,Electronics,Power Bank,2,1400.45,5,2660.86
ORD101612,2023-09-27,CUST0064,New,West,Electronics,Power Bank,1,2496.16,15,2121.74
ORD103981,2023-09-27,CUST0530,Loyal,East,Apparel,Running Shoes,1,2088.62,20,1670.9
ORD103924,2023-09-27,CUST0509,Returning,East,Sports,Football,1,688.57,10,619.71
ORD103613,2023-09-28,CUST0251,Loyal,North,Beauty,Sunscreen SPF50,1,573.32,0,573.32
ORD103940,2023-09-28,CUST0576,New,North,Electronics,Laptop Stand,2,1370.5,0,2741.0
ORD102664,2023-09-28,CUST0312,New,North,Home & Kitchen,Air Fryer,1,1178.79,5,1119.85
ORD100979,2023-09-28,CUST0046,Returning,West,Electronics,Bluetooth Speaker,3,1837.46,0,5512.38
ORD102465,2023-09-28,CUST0244,Returning,East,Home & Kitchen,Table Lamp,2,855.66,0,1711.32
ORD100382,2023-09-28,CUST0321,New,North,Beauty,Face Serum,2,1238.04,0,2476.08
ORD100978,2023-09-28,CUST0480,New,East,Sports,Yoga Mat,3,1635.3,0,4905.9
ORD100593,2023-09-28,CUST0847,Loyal,North,Electronics,Wireless Earbuds,1,2715.69,5,2579.91
ORD101929,2023-09-28,CUST0731,New,Central,Beauty,Face Serum,2,288.04,0,576.08
ORD102035,2023-09-28,CUST0466,Returning,West,Home & Kitchen,Table Lamp,1,1181.98,0,1181.98
ORD101621,2023-09-29,CUST0324,New,South,Apparel,Cotton T-Shirt,3,830.03,10,2241.08
ORD103769,2023-09-29,CUST0428,Returning,North,Home & Kitchen,Electric Kettle,2,1532.59,0,3065.18
ORD103010,2023-09-29,CUST0238,Returning,South,Home & Kitchen,Mixer Grinder,3,679.65,0,2038.95
ORD100370,2023-09-29,CUST0403,Loyal,West,Home & Kitchen,Non-stick Pan Set,4,2532.13,15,8609.24
ORD100800,2023-09-29,CUST0179,New,North,Sports,Cricket Bat,2,2288.93,10,4120.07
ORD101054,2023-09-29,CUST0746,Returning,East,Home & Kitchen,Table Lamp,2,2268.22,0,4536.44
ORD103575,2023-09-29,CUST0097,New,Central,Electronics,Bluetooth Speaker,4,1565.97,10,5637.49
ORD103596,2023-09-29,CUST0625,Returning,West,Beauty,Hair Dryer,3,779.85,10,2105.6
ORD101297,2023-09-30,CUST0119,New,East,Apparel,Cotton T-Shirt,5,1864.48,10,8390.16
ORD100289,2023-09-30,CUST0229,Returning,North,Apparel,Cotton T-Shirt,3,1304.8,15,3327.24
ORD101164,2023-09-30,CUST0683,Loyal,East,Apparel,Running Shoes,5,904.14,20,3616.56
ORD102463,2023-09-30,CUST0239,Returning,North,Beauty,Face Serum,3,335.67,5,956.66
ORD103738,2023-09-30,CUST0658,Returning,South,Apparel,Formal Shirt,2,1012.36,10,1822.25
ORD101299,2023-10-01,CUST0844,Loyal,South,Beauty,Perfume,2,995.04,0,1990.08
ORD103302,2023-10-01,CUST0743,Returning,East,Home & Kitchen,Electric Kettle,1,602.64,0,602.64
ORD102721,2023-10-01,CUST0453,New,West,Electronics,Wireless Earbuds,5,4241.05,5,20144.99
ORD103007,2023-10-02,CUST0493,Loyal,North,Electronics,Wireless Earbuds,1,2345.36,0,2345.36
ORD103025,2023-10-04,CUST0675,Returning,North,Beauty,Sunscreen SPF50,2,687.16,0,1374.32
ORD102423,2023-10-04,CUST0253,Returning,North,Sports,Dumbbell Set,1,1563.83,0,1563.83
ORD102942,2023-10-04,CUST0600,New,Central,Home & Kitchen,Mixer Grinder,1,2707.87,5,2572.48
ORD102830,2023-10-05,CUST0138,New,North,Beauty,Sunscreen SPF50,1,716.59,5,680.76
ORD100471,2023-10-05,CUST0060,New,North,Sports,Resistance Bands,2,2540.56,20,4064.9
ORD102854,2023-10-05,CUST0011,Returning,South,Electronics,Laptop Stand,2,2857.32,0,5714.64
ORD103545,2023-10-05,CUST0618,Returning,East,Apparel,Denim Jacket,2,589.36,0,1178.72
ORD102428,2023-10-06,CUST0385,New,Central,Apparel,Backpack,1,389.22,5,369.76
ORD100753,2023-10-06,CUST0474,Loyal,East,Beauty,Sunscreen SPF50,1,874.91,0,874.91
ORD102967,2023-10-06,CUST0070,New,East,Electronics,Power Bank,2,1644.75,5,3125.02
ORD100650,2023-10-07,CUST0489,New,East,Apparel,Denim Jacket,1,2051.97,20,1641.58
ORD102956,2023-10-08,CUST0138,Loyal,Central,Sports,Yoga Mat,1,1156.17,0,1156.17
ORD100137,2023-10-08,CUST0135,Returning,South,Electronics,Wireless Earbuds,2,2986.47,15,5077.0
ORD100503,2023-10-08,CUST0109,Returning,East,Beauty,Face Serum,1,531.65,20,425.32
ORD103170,2023-10-08,CUST0293,Returning,South,Electronics,Bluetooth Speaker,1,3077.91,15,2616.22
